app_ad_group,info
audit_self_pwd_mgmt,remark_en
audit_self_pwd_mgmt,remark_zh
audit_self_pwd_mgmt,s_ip
audit_self_pwd_mgmt,tag
audit_self_pwd_mgmt,time
audit_self_pwd_mgmt,uid
audit_self_pwd_mgmt,user_id
audit_self_pwd_mgmt,user_name
audit_self_pwd_mgmt,user_uid
audit_self_pwd_retrieve_code,app_version
audit_self_pwd_retrieve_code,c_ip
audit_self_pwd_retrieve_code,geo_city
audit_self_pwd_retrieve_code,geo_country_long
audit_self_pwd_retrieve_code,geo_latitude
audit_self_pwd_retrieve_code,geo_longitude
audit_self_pwd_retrieve_code,geo_region
audit_self_pwd_retrieve_code,http_req
audit_self_pwd_retrieve_code,log_id
audit_self_pwd_retrieve_code,module
audit_self_pwd_retrieve_code,receiver
audit_self_pwd_retrieve_code,rel_obj_name
audit_self_pwd_retrieve_code,retrieve_type
audit_self_pwd_retrieve_code,s_ip
audit_self_pwd_retrieve_code,tag
audit_self_pwd_retrieve_code,time
audit_self_pwd_retrieve_code,uid
audit_self_pwd_retrieve_code,user_id
audit_self_pwd_retrieve_code,user_name
audit_self_pwd_retrieve_code,user_uid
audit_self_pwd_retrieve_code,verification_code
audit_self_pwd_retrieve_code,verify_result
audit_user_type,action
audit_user_type,app_version
audit_user_type,code
audit_user_type,c_ip
audit_user_type,geo_city
audit_user_type,geo_country_long
audit_user_type,geo_latitude
audit_user_type,geo_longitude
audit_user_type,geo_region
audit_user_type,http_req
audit_user_type,log_id
audit_user_type,module
audit_user_type,name
audit_user_type,operator
audit_user_type,rel_obj_name
audit_user_type,remark
audit_user_type,remark_en
audit_user_type,remark_zh
audit_user_type,s_ip
audit_user_type,tag
audit_user_type,time
audit_user_type,user_type_id
audit_user,action
audit_user,app_version
audit_user,c_ip
audit_user,geo_city
audit_user,geo_country_long
audit_user,geo_latitude
audit_user,geo_longitude
audit_user,geo_region
audit_user,http_req
audit_user,log_id
audit_user,module
audit_user,operator
audit_user,rel_obj_name
audit_user,remark
audit_user,remark_en
audit_user,remark_zh
audit_user,s_ip
audit_user,tag
audit_user,time
audit_user,uid
audit_user,user_id
audit_user,user_name
audit_user,user_uid
check_job,source_from
check_org,source_from
check_user,source_from
idt_job,source_from
idt_org,source_from
mfa_account_factor_cfg,org_id
mfa_city_latlng,city
mfa_city_latlng,E
mfa_city_latlng,government
mfa_city_latlng,N
mfa_device_factor_cfg,is_auto_renew
mfa_device_server_ip_detail,num_end
mfa_device_server_ip_detail,num_start
mfa_device_verified_server_ip_detail,num_end
mfa_device_verified_server_ip_detail,num_start
mfa_ip_factor_cfg,num_end
mfa_ip_factor_cfg,num_start
mfa_login_record_history,city
mfa_login_record_history,updated_at
mfa_login_record_history,user_agent
mfa_multiple_devices_cfg,org_id
mfa_network_factor_cfg,num_end
mfa_network_factor_cfg,num_start
mfa_quarantine_area,name
pi_app,pwd_salt
pi_device,deviceid
pi_device,eid
pi_device,isdefault
pi_device,type
pi_device,username
pi_domain,domain
pi_domain,id
pi_profile,appType
pi_profile,createTime
pi_profile,createUser
pi_profile,groupname
pi_profile,items
pi_profile,model
pi_profile,modifyTime
pi_profile,modifyUser
pi_profile,name
pi_profile,status
pi_profile,vars
pi_profile,version
pi_resourcelabel,display
pi_resourcelabel,locale
pi_resourcelabel,RESOURCE_ID
pi_selfcare,content
pi_selfcare,createTime
pi_selfcare,createUser
pi_selfcare,modifyTime
pi_selfcare,modifyUser
pi_selfcare,pi_idmuserId
pi_selfcare,version
pi_sso_application_record,city
pi_sso_application_record,create_time
pi_sso_application_record,updated_at
pi_sso_attachment,file_name
pi_sso_audit_first_protocol,app_version
pi_sso_audit_first_protocol,client_ip
pi_sso_audit_first_protocol,code
pi_sso_audit_first_protocol,create_time
pi_sso_audit_first_protocol,c_ip
pi_sso_audit_first_protocol,geo_city
pi_sso_audit_first_protocol,geo_country_long
pi_sso_audit_first_protocol,geo_latitude
pi_sso_audit_first_protocol,geo_longitude
pi_sso_audit_first_protocol,geo_region
pi_sso_audit_first_protocol,http_req
pi_sso_audit_first_protocol,id
pi_sso_audit_first_protocol,log_id
pi_sso_audit_first_protocol,module
pi_sso_audit_first_protocol,protocol
pi_sso_audit_first_protocol,rel_obj_name
pi_sso_audit_first_protocol,request
pi_sso_audit_first_protocol,response
pi_sso_audit_first_protocol,service_id
pi_sso_audit_first_protocol,s_ip
pi_sso_audit_first_protocol,tag
pi_sso_audit_first_protocol,time
pi_sso_audit_first_protocol,username
pi_sso_audit_second_protocol,app_version
pi_sso_audit_second_protocol,client_ip
pi_sso_audit_second_protocol,code
pi_sso_audit_second_protocol,create_time
pi_sso_audit_second_protocol,c_ip
pi_sso_audit_second_protocol,geo_city
pi_sso_audit_second_protocol,geo_country_long
pi_sso_audit_second_protocol,geo_latitude
pi_sso_audit_second_protocol,geo_longitude
pi_sso_audit_second_protocol,geo_region
pi_sso_audit_second_protocol,http_req
pi_sso_audit_second_protocol,id
pi_sso_audit_second_protocol,log_id
pi_sso_audit_second_protocol,module
pi_sso_audit_second_protocol,protocol
pi_sso_audit_second_protocol,rel_obj_name
pi_sso_audit_second_protocol,request
pi_sso_audit_second_protocol,response
pi_sso_audit_second_protocol,s_ip
pi_sso_audit_second_protocol,tag
pi_sso_audit_second_protocol,time
pi_sso_audit_second_protocol,token
pi_sso_audit_third_protocol,app_version
pi_sso_audit_third_protocol,client_ip
pi_sso_audit_third_protocol,create_time
pi_sso_audit_third_protocol,c_ip
pi_sso_audit_third_protocol,geo_city
pi_sso_audit_third_protocol,geo_country_long
pi_sso_audit_third_protocol,geo_latitude
pi_sso_audit_third_protocol,geo_longitude
pi_sso_audit_third_protocol,geo_region
pi_sso_audit_third_protocol,http_req
pi_sso_audit_third_protocol,id
pi_sso_audit_third_protocol,log_id
pi_sso_audit_third_protocol,module
pi_sso_audit_third_protocol,protocol
pi_sso_audit_third_protocol,rel_obj_name
pi_sso_audit_third_protocol,request
pi_sso_audit_third_protocol,response
pi_sso_audit_third_protocol,s_ip
pi_sso_audit_third_protocol,tag
pi_sso_audit_third_protocol,time
pi_sso_audit_third_protocol,token
pi_sso_device,deviceId
pi_sso_device,device_id
pi_sso_device,eid
pi_sso_device,id
pi_sso_device,isDefault
pi_sso_device,is_default
pi_sso_device,type
pi_sso_device,userName
pi_sso_device,user_name
pi_sso_internet_user,eid
pi_sso_mobile_device,eid
pi_sso_mobile_device,pr_createDate
pi_sso_mobile_device,pr_deviceid
pi_sso_mobile_device,pr_offsetTime
pi_sso_mobile_device,pr_salt
pi_sso_mobile_device,pr_secretkey
pi_sso_mobile_device,pr_serialNo
pi_sso_mobile_device,pr_status
pi_sso_mobile_device,pr_type
pi_sso_mobile_device,pr_uid
pi_sso_pkicert_table,appcert
pi_sso_pkicert_table,appname
pi_sso_pkicert_table,eid
pi_sso_pkicert_table,rootcert
pi_sso_pkicert_table,rootname
pi_sso_pkicert_table,user_uid
pi_sso_registered_service,allow_proxy
pi_sso_registered_service,at_exp_policy
pi_sso_registered_service,authentication_class
pi_sso_registered_service,empty_entity_descriptors
pi_sso_registered_service,id
pi_sso_registered_service,role_less_entity_descriptors
pi_sso_registered_service,rt_exp_policy
pi_sso_registered_service,service_id
pi_sso_registered_service,supported_responses
pi_sso_saml_idp_metadata,eid
pi_sso_saml_idp_metadata,fileType
pi_sso_saml_metadata,eid
pi_sso_settings_table,alias
pi_sso_settings_table,attachment
pi_sso_settings_table,eid
pi_sso_settings_table,name
pi_sso_settings_table,remark
pi_sso_settings_table,type
pi_sso_settings_table,value
pi_sso_sp_service,eid
pi_sso_sp_user,eid
pi_user_browser,browserid
pi_user_browser,eid
pi_user_browser,username
pi_user_face,user_id
policy_desensitize_random,id
policy_desensitize,end_style
policy_desensitize,id
policy_user_password_regex,eid
pr_audit_timinglog,app_version
pr_audit_timinglog,c_ip
pr_audit_timinglog,geo_city
pr_audit_timinglog,geo_country_long
pr_audit_timinglog,geo_latitude
pr_audit_timinglog,geo_longitude
pr_audit_timinglog,geo_region
pr_audit_timinglog,http_req
pr_audit_timinglog,id
pr_audit_timinglog,implementTime
pr_audit_timinglog,log_id
pr_audit_timinglog,module
pr_audit_timinglog,name
pr_audit_timinglog,rel_obj_name
pr_audit_timinglog,state
pr_audit_timinglog,s_ip
pr_audit_timinglog,tag
pr_audit_timinglog,time
pr_audit_timinglog,timeField
pr_audit_timinglog,type
pt_account_apply_app,account_no
qrtz_blob_triggers,BLOB_DATA
qrtz_blob_triggers,SCHED_NAME
qrtz_blob_triggers,TRIGGER_GROUP
qrtz_blob_triggers,TRIGGER_NAME
qrtz_calendars,CALENDAR
qrtz_calendars,CALENDAR_NAME
qrtz_calendars,SCHED_NAME
qrtz_cron_triggers,CRON_EXPRESSION
qrtz_cron_triggers,SCHED_NAME
qrtz_cron_triggers,TIME_ZONE_ID
qrtz_cron_triggers,TRIGGER_GROUP
qrtz_cron_triggers,TRIGGER_NAME
qrtz_fired_triggers,ENTRY_ID
qrtz_fired_triggers,FIRED_TIME
qrtz_fired_triggers,INSTANCE_NAME
qrtz_fired_triggers,IS_NONCONCURRENT
qrtz_fired_triggers,JOB_GROUP
qrtz_fired_triggers,JOB_NAME
qrtz_fired_triggers,PRIORITY
qrtz_fired_triggers,REQUESTS_RECOVERY
qrtz_fired_triggers,SCHED_NAME
qrtz_fired_triggers,SCHED_TIME
qrtz_fired_triggers,STATE
qrtz_fired_triggers,TRIGGER_GROUP
qrtz_fired_triggers,TRIGGER_NAME
qrtz_job_details,DESCRIPTION
qrtz_job_details,IS_DURABLE
qrtz_job_details,IS_NONCONCURRENT
qrtz_job_details,IS_UPDATE_DATA
qrtz_job_details,JOB_CLASS_NAME
qrtz_job_details,JOB_DATA
qrtz_job_details,JOB_GROUP
qrtz_job_details,JOB_NAME
qrtz_job_details,REQUESTS_RECOVERY
qrtz_job_details,SCHED_NAME
qrtz_locks,LOCK_NAME
qrtz_locks,SCHED_NAME
qrtz_paused_trigger_grps,SCHED_NAME
qrtz_paused_trigger_grps,TRIGGER_GROUP
qrtz_scheduler_state,CHECKIN_INTERVAL
qrtz_scheduler_state,INSTANCE_NAME
qrtz_scheduler_state,LAST_CHECKIN_TIME
qrtz_scheduler_state,SCHED_NAME
qrtz_simple_triggers,REPEAT_COUNT
qrtz_simple_triggers,REPEAT_INTERVAL
qrtz_simple_triggers,SCHED_NAME
qrtz_simple_triggers,TIMES_TRIGGERED
qrtz_simple_triggers,TRIGGER_GROUP
qrtz_simple_triggers,TRIGGER_NAME
qrtz_simprop_triggers,BOOL_PROP_1
qrtz_simprop_triggers,BOOL_PROP_2
qrtz_simprop_triggers,DEC_PROP_1
qrtz_simprop_triggers,DEC_PROP_2
qrtz_simprop_triggers,INT_PROP_1
qrtz_simprop_triggers,INT_PROP_2
qrtz_simprop_triggers,LONG_PROP_1
qrtz_simprop_triggers,LONG_PROP_2
qrtz_simprop_triggers,SCHED_NAME
qrtz_simprop_triggers,STR_PROP_1
qrtz_simprop_triggers,STR_PROP_2
qrtz_simprop_triggers,STR_PROP_3
qrtz_simprop_triggers,TRIGGER_GROUP
qrtz_simprop_triggers,TRIGGER_NAME
qrtz_triggers,CALENDAR_NAME
qrtz_triggers,DESCRIPTION
qrtz_triggers,END_TIME
qrtz_triggers,JOB_DATA
qrtz_triggers,JOB_GROUP
qrtz_triggers,MISFIRE_INSTR
qrtz_triggers,NEXT_FIRE_TIME
qrtz_triggers,PREV_FIRE_TIME
qrtz_triggers,PRIORITY
qrtz_triggers,SCHED_NAME
qrtz_triggers,START_TIME
qrtz_triggers,TRIGGER_GROUP
qrtz_triggers,TRIGGER_STATE
qrtz_triggers,TRIGGER_TYPE
sys_holiday,create_time
sys_holiday,creator
sys_holiday,id
sys_holiday,updater
sys_holiday,update_time
sys_images,create_time
sys_images,creator
sys_images,eid
sys_images,id
sys_images,updater
sys_images,update_time
xxl_job_group,id
xxl_job_group,update_time
xxl_job_info,add_time
xxl_job_info,id
xxl_job_info,job_desc
xxl_job_info,update_time
xxl_job_logglue,add_time
xxl_job_logglue,id
xxl_job_logglue,update_time
xxl_job_log_report,id
xxl_job_log_report,update_time
xxl_job_log,id
xxl_job_registry,id
xxl_job_registry,registry_group
xxl_job_registry,registry_key
xxl_job_registry,registry_value
xxl_job_registry,update_time
xxl_job_user,id
